,entropy_raw,entropy_reduction,effective_entropy,reliability,ber,stability_param,voltage_ratio,temperature,storage_pattern,ecc_type,ecc_kwargs,aging_cycles,ecc_str,variation_type
89,1.0,0.0625,0.9375,0.761875,0.238125,,1.0,85,optimized,Hamming,{},200,Hamming,environment
90,0.9998238825988728,0.125,0.8748238825988728,0.7753125,0.2246875,,1.0,85,optimized,BCH,{'t': 2},200,BCH(t=2),environment
91,0.9998238825988728,0.3125,0.6873238825988728,0.795,0.205,,1.0,85,optimized,BCH,{'t': 5},200,BCH(t=5),environment
92,0.9823166080205501,0.0,0.9823166080205501,0.7846875,0.2153125,,1.2,0,static,None,{},200,None,environment
93,1.0,0.0625,0.9375,0.765,0.235,,1.2,0,static,Hamming,{},200,Hamming,environment
94,0.9700292494214555,0.125,0.8450292494214555,0.7932812499999999,0.20671875,,1.2,0,static,BCH,{'t': 2},200,BCH(t=2),environment
95,0.9998238825988728,0.3125,0.6873238825988728,0.750625,0.249375,,1.2,0,static,BCH,{'t': 5},200,BCH(t=5),environment
96,0.9984144269374469,0.0,0.9984144269374469,0.75921875,0.24078125,,1.2,0,random,None,{},200,None,environment
97,0.9971803988942642,0.0625,0.9346803988942642,0.77921875,0.22078125,,1.2,0,random,Hamming,{},200,Hamming,environment
98,0.9936507116910404,0.125,0.8686507116910404,0.76828125,0.23171875,,1.2,0,random,BCH,{'t': 2},200,BCH(t=2),environment
99,0.9936507116910404,0.3125,0.6811507116910404,0.77875,0.22125,,1.2,0,random,BCH,{'t': 5},200,BCH(t=5),environment
100,0.9971803988942642,0.0,0.9971803988942642,0.77671875,0.22328125,,1.2,0,optimized,None,{},200,None,environment
101,0.9998238825988728,0.0625,0.9373238825988728,0.79421875,0.20578125,,1.2,0,optimized,Hamming,{},200,Hamming,environment
102,1.0,0.125,0.875,0.76953125,0.23046875,,1.2,0,optimized,BCH,{'t': 2},200,BCH(t=2),environment
103,1.0,0.3125,0.6875,0.78296875,0.21703125,,1.2,0,optimized,BCH,{'t': 5},200,BCH(t=5),environment
104,0.9971803988942642,0.0,0.9971803988942642,0.78921875,0.21078125,,1.2,25,static,None,{},200,None,environment
105,0.9992954443621549,0.0625,0.9367954443621549,0.7940625,0.2059375,,1.2,25,static,Hamming,{},200,Hamming,environment
106,0.9886994082884974,0.125,0.8636994082884974,0.7464062499999999,0.25359375,,1.2,25,static,BCH,{'t': 2},200,BCH(t=2),environment
107,0.9992954443621549,0.3125,0.6867954443621549,0.76578125,0.23421875,,1.2,25,static,BCH,{'t': 5},200,BCH(t=5),environment
108,0.985687679358613,0.0,0.985687679358613,0.78640625,0.21359375,,1.2,25,random,None,{},200,None,environment
109,0.9955927544527945,0.0625,0.9330927544527945,0.76421875,0.23578125,,1.2,25,random,Hamming,{},200,Hamming,environment
110,0.9913533102170101,0.125,0.8663533102170101,0.76390625,0.23609375,,1.2,25,random,BCH,{'t': 2},200,BCH(t=2),environment
111,0.9971803988942642,0.3125,0.6846803988942642,0.79484375,0.20515625,,1.2,25,random,BCH,{'t': 5},200,BCH(t=5),environment
112,0.9936507116910404,0.0,0.9936507116910404,0.8165625,0.1834375,,1.2,25,optimized,None,{},200,None,environment
113,0.9998238825988728,0.0625,0.9373238825988728,0.7934375,0.2065625,,1.2,25,optimized,Hamming,{},200,Hamming,environment
114,0.9998238825988728,0.125,0.8748238825988728,0.80578125,0.19421875,,1.2,25,optimized,BCH,{'t': 2},200,BCH(t=2),environment
115,0.9936507116910404,0.3125,0.6811507116910404,0.8025,0.1975,,1.2,25,optimized,BCH,{'t': 5},200,BCH(t=5),environment
116,0.9998238825988728,0.0,0.9998238825988728,0.746875,0.253125,,1.2,85,static,None,{},200,None,environment
117,0.9971803988942642,0.0625,0.9346803988942642,0.75625,0.24375,,1.2,85,static,Hamming,{},200,Hamming,environment
118,0.9992954443621549,0.125,0.8742954443621549,0.7307812499999999,0.26921875,,1.2,85,static,BCH,{'t': 2},200,BCH(t=2),environment
119,0.9984144269374469,0.3125,0.6859144269374469,0.68625,0.31375,,1.2,85,static,BCH,{'t': 5},200,BCH(t=5),environment
120,0.9823166080205501,0.0,0.9823166080205501,0.73359375,0.26640625,,1.2,85,random,None,{},200,None,environment
121,0.9936507116910404,0.0625,0.9311507116910404,0.7442187499999999,0.25578125,,1.2,85,random,Hamming,{},200,Hamming,environment
122,0.9992954443621549,0.125,0.8742954443621549,0.75234375,0.24765625,,1.2,85,random,BCH,{'t': 2},200,BCH(t=2),environment
123,0.9998238825988728,0.3125,0.6873238825988728,0.7614062500000001,0.23859375,,1.2,85,random,BCH,{'t': 5},200,BCH(t=5),environment
124,0.9936507116910404,0.0,0.9936507116910404,0.73203125,0.26796875,,1.2,85,optimized,None,{},200,None,environment
125,0.9984144269374469,0.0625,0.9359144269374469,0.76,0.24,,1.2,85,optimized,Hamming,{},200,Hamming,environment
126,0.9998238825988728,0.125,0.8748238825988728,0.775625,0.224375,,1.2,85,optimized,BCH,{'t': 2},200,BCH(t=2),environment
127,0.9936507116910404,0.3125,0.6811507116910404,0.761875,0.238125,,1.2,85,optimized,BCH,{'t': 5},200,BCH(t=5),environment
